hscode,description
7607.20,"Aluminium; foil, backed with paper, paperboard, plastics or similar backing materials, of a thickness (excluding any backing) not exceeding 0.2mm"
7608.10,"Aluminium; tubes and pipes, not alloyed"
7608.20,"Aluminium; tubes and pipes, alloys"
7609.00,"Aluminium; tube or pipe fittings (e.g. couplings, elbows, sleeves)"
7610.10,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, doors, windows and their frames and thresholds for doors"
7610.90,"Aluminium; structures (excluding prefabricated buildings of heading no. 9406) and parts of structures, n.e.c. in heading no. 7610, plates, rods, profiles, tubes and the like"
7611.00,"Aluminium; reservoirs, tanks, vats and similar containers, for material (not compressed or liquefied gas), of a capacity over 300l, whether or not lined, not fitted with mechanical/thermal equipment"
7612.10,"Aluminium; collapsible tubular containers, for any material, (not compressed or liquefied gas), 300l capacity or less, whether or not lined, not fitted with mechanical/thermal equipment"
7612.90,"Aluminium; casks, drums, cans, boxes and the like for any material (not compressed or liquefied gas), 300l capacity or less, whether or not lined or heat-insulated, no mechanical or thermal equipment"
7613.00,Aluminium; containers for compressed or liquefied gas
7614.10,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), with steel core"
7614.90,"Aluminium; stranded wire, cables, plaited bands and the like, (not electrically insulated), other than steel core"
7615.10,"Aluminium; table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like"
7615.20,Aluminium; sanitary ware and parts thereof
7616.10,"Aluminium; nails, tacks, staples (other than those of heading no. 8305), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles"
7616.91,"Aluminium; cloth, grill, netting and fencing, of aluminium wire"
7616.99,Aluminium; articles n.e.c. in heading 7616
7801.10,"Lead; unwrought, refined"
7801.91,"Lead; unwrought, unrefined, containing by weight antimony as the principal other element"
7801.99,"Lead; unwrought, unrefined, not containing by weight antimony as the principal other element"
7802.00,Lead; waste and scrap
7804.11,"Lead; sheets, strip and foil, of a thickness (excluding any backing) not exceeding 0.2mm"
7804.19,"Lead; plates, sheets, strip and foil, of a thickness (excluding any backing) exceeding 0.2mm"
7804.20,Lead; powders and flakes
7806.00,Lead; articles n.e.c. in chapter 78
7901.11,"Zinc; unwrought, (not alloyed), containing by weight 99.99% or more of zinc"
7901.12,"Zinc; unwrought, (not alloyed), containing by weight less than 99.99% of zinc"
7901.20,"Zinc; unwrought, alloys"
7902.00,Zinc; waste and scrap
7903.10,Zinc dust
7903.90,Zinc; powders and flakes
7904.00,"Zinc; bars, rods, profiles and wire"
7905.00,"Zinc; plates, sheets, strip and foil"
7907.00,Zinc; articles n.e.c. in chapter 79
8001.10,"Tin; unwrought, not alloyed"
8001.20,"Tin; unwrought, alloys"
8002.00,Tin; waste and scrap
8003.00,"Tin; bars, rods, profiles and wire"
8007.00,Tin; articles n.e.c. in chapter 80
8101.10,"Tungsten (wolfram); articles thereof, including waste and scrap, powders"
8101.94,"Tungsten (wolfram); unwrought, including bars and rods obtained simply by sintering"
8101.96,Tungsten (wolfram); wire
8101.97,Tungsten (wolfram); waste and scrap
8101.99,Tungsten (wolfram); articles n.e.c. in heading no. 8101
8102.10,"Molybdenum; articles thereof, including waste and scrap, powders"
8102.94,"Molybdenum; unwrought, including bars and rods obtained simply by sintering"
8102.95,"Molybdenum; bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil"
8102.96,Molybdenum; wire
8102.97,Molybdenum; waste and scrap
8102.99,Molybdenum; articles n.e.c. in heading no. 8102
8103.20,"Tantalum; unwrought, including bars and rods obtained simply by sintering, powders"
8103.30,Tantalum; waste and scrap
8103.91,Tantalum; crucibles
8103.99,Tantalum; articles n.e.c. in heading no. 8103
8104.11,"Magnesium; unwrought, containing at least 99.8% by weight of magnesium"
8104.19,"Magnesium; unwrought, containing less than 99.8% by weight of magnesium"
8104.20,Magnesium; waste and scrap
8104.30,"Magnesium; raspings, turnings and granules, graded according to size, powders"
8104.90,Magnesium; articles n.e.c. in heading no. 8104
8105.20,"Cobalt; mattes and other intermediate products of cobalt metallurgy, unwrought cobalt, powders"
8105.30,Cobalt; waste and scrap
8105.90,Cobalt; articles n.e.c. in heading no. 8105
8106.10,"Bismuth; articles thereof, including waste and scrap, containing more than 99.99% of bismuth, by weight"
8106.90,"Bismuth; including articles n.e.c. in heading 8106, including waste and scrap, containing less than or equal to 99.99% of bismuth, by weight"
8108.20,"Titanium; unwrought, powders"
8108.30,Titanium; waste and scrap
8108.90,"Titanium; other than unwrought, n.e.c. in heading no. 8108"
8109.21,"Zirconium; unwrought, powders, containing less than 1 part hafnium to 500 parts zirconium by weight"
8109.29,"Zirconium; unwrought, powders, containing not less than 1 part hafnium to 500 parts zirconium by weight"
8109.31,"Zirconium; waste and scrap, containing less than 1 part hafnium to 500 parts zirconium by weight"
8109.39,"Zirconium; waste and scrap, containing not less than 1 part hafnium to 500 parts zirconium by weight"
8109.91,"Zirconium; other than unwrought, n.e.c. in heading no. 8109, containing less than 1 part hafnium to 500 parts zirconium by weight"
8109.99,"Zirconium; other than unwrought, n.e.c. in heading no. 8109, containing not less than 1 part hafnium to 500 parts zirconium by weight"
8110.10,"Antimony and articles thereof; unwrought antimony, powders"
8110.20,Antimony; waste and scrap
8110.90,"Antimony and articles thereof; wrought, other than waste and scrap"
8111.00,"Manganese; articles thereof, including waste and scrap"
8112.12,"Beryllium and articles thereof; unwrought beryllium, powders"
8112.13,Beryllium; waste and scrap
8112.19,Beryllium and articles thereof; wrought other than waste and scrap
8112.21,"Chromium and articles thereof; unwrought chromium, powders"
8112.22,Chromium; waste and scrap
8112.29,Chromium and articles thereof; wrought other than waste and scrap
8112.31,"Hafnium and articles thereof; unwrought, powders, waste and scrap"
8112.39,"Hafnium and articles thereof; wrought, other than powders, waste and scrap"
8112.41,"Rhenium and articles thereof; unwrought, powders, waste and scrap"
8112.49,"Rhenium and articles thereof; wrought, other than powders, waste and scrap"
8112.51,"Thallium and articles thereof; unwrought thallium, powders"
8112.52,Thallium; waste and scrap
8112.59,"Thallium and articles thereof; other than unwrought thallium, powders or waste and scrap"
8112.61,Cadmium; waste and scrap
8112.69,Cadmium; other than waste and scrap
8112.92,"Gallium, germanium, indium, niobium (columbium) and vanadium; articles thereof, unwrought, including waste and scrap, powders"
8112.99,"Gallium, germanium, indium, niobium (columbium) and vanadium; articles thereof, other than unwrought including waste and scrap and powders"
8113.00,"Cermets; articles thereof, including waste and scrap"
8201.10,"Tools, hand; spades and shovels"
8201.30,"Tools, hand; mattocks, picks, hoes and rakes"
8201.40,"Tools, hand; axes, bill hooks and similar hewing tools, of a kind used in agriculture, horticulture or forestry"
8201.50,"Tools, hand; one-handed secateurs (including poultry shears)"
8201.60,"Tools, hand; hedge shears, two-handed pruning shears and similar two-handed shears"
8201.90,"Tools, hand; forks, scythes, sickles, hay knives, timber wedges, and other hand tools of a kind used in agriculture, horticulture or forestry n.e.c. in heading 8201"
8202.10,"Tools, hand; hand saws"
8202.20,"Tools, hand; band saw blades"
8202.31,"Tools, hand; circular saw blades (including slitting or slotting saw blades), with working part of steel"
8202.39,"Tools, hand; circular saw blades (including slitting or slotting saw blades), with working part of materials (other than steel)"
8202.40,"Tools, hand; chain saw blades"
8202.91,"Tools, hand; straight saw blades, for working metal"
8202.99,"Tools, hand; saw blades n.e.c. in heading no. 8202"
8203.10,"Tools, hand; files, rasps and similar tools"
8203.20,"Tools, hand; pliers (including cutting pliers), pincers, tweezers and similar tools"
8203.30,"Tools, hand; metal cutting shears and similar tools"
8203.40,"Tools, hand; pipe-cutters, bolt croppers, perforating punches and similar tools"
8204.11,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), non-adjustable"
8204.12,"Tools, hand; hand-operated spanners and wrenches (including torque meter wrenches but not including tap wrenches), adjustable"
8204.20,"Tools, hand; interchangeable spanner sockets, with or without handles"
8205.10,"Tools, hand; drilling, threading or tapping tools"
8205.20,"Tools, hand; hammers and sledge hammers"
8205.30,"Tools, hand; planes, chisels, gauges and similar cutting tools for working wood"
8205.40,"Tools, hand; screwdrivers"
8205.51,"Tools, hand; household tools"
8205.59,"Tools, hand; other hand tools (including glaziers diamonds), excluding household tools, drilling, threading or tapping tools, hammers and sledge hammers, planes, chisels, gouges and similar cutting tools for working wood, and screwdrivers"
8205.60,"Tools, hand; blow lamps"
8205.70,"Tools, hand; vices, clamps and the like"
8205.90,"Tools, hand; n.e.c. in heading 8205, including anvils, portable forges, hand or pedal-operated grinding wheels with frameworks, and sets of articles of two or more of the subheadings in heading 8205"
8206.00,"Tools, hand; two or more of heading no. 8202 to 8205, put up in sets for retail sale"
8207.13,"Tools, interchangeable; rock drilling or earth boring tools, with working part of cermets, whether or not power operated"
8207.19,"Tools, interchangeable; rock drilling or earth boring tools, with working part (other than of cermets), whether or not power operated, including parts"
8207.20,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), dies for drawing or extruding metal"
8207.30,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for pressing, stamping or punching"
8207.40,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for tapping or threading"
8207.50,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), tools for drilling (other than rock)"
8207.60,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for boring or broaching"
8207.70,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for milling"
8207.80,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for turning"
8207.90,"Tools, interchangeable; (for machine or hand tools, whether or not power-operated), for screw-driving or uses n.e.c. in heading no. 8207"
8208.10,"Tools; knives and cutting blades, for machines or for mechanical appliances, for metal working"
8208.20,"Tools; knives and cutting blades, for wood working machines or mechanical appliances"
8208.30,"Tools; knives and cutting blades, for kitchen appliances or for machines used by the food industry"
8208.40,"Tools; knives and cutting blades, for agricultural, horticultural or forestry machines or mechanical appliances"
8208.90,"Tools; knives and cutting blades, for machines or mechanical appliances, n.e.c. in heading no. 8208"
8209.00,"Tools; plates, sticks, tips and the like for tools, unmounted, of sintered metal carbides or cermets"
8210.00,"Tools; hand-operated mechanical appliances, weighing 10kg or less, used in the preparation, conditioning or serving of food or drink"
8211.10,"Knives; with cutting blades, serrated or not (including pruning knives), sets of assorted articles, excluding knives and blades of heading no. 8208"
8211.91,"Knives; table knives, having fixed cutting blades, serrated or not, excluding knives and blades of heading no. 8208"
8211.92,"Knives; having fixed cutting blades, (other than table knives), serrated or not, excluding knives and blades of heading no. 8208"
8211.93,"Knives; with cutting blades, (having other than fixed blades), serrated or not, excluding knives and blades of heading no. 8208"
8211.94,"Blades; cutting, serrated or not, excluding those of heading no. 8208"
8211.95,Knives; with handles of base metal
